drug,year,age,gender,geography,prevalens pr 1000,ddd
ADHD-midler,2006,5,F,Helseregion Vest,2.340,24936.146
ADHD-midler,2006,5,M,Hele landet,10.607,525889.688
ADHD-midler,2006,5,M,Helseregion Midt-Norge,9.731,78237.047
ADHD-midler,2006,5,M,Helseregion Nord-Norge,11.740,58789.586
ADHD-midler,2006,5,M,Helseregion Sør-Øst,10.707,284941.281
ADHD-midler,2006,5,M,Helseregion Vest,10.415,103921.789
ADHD-midler,2006,10,F,Hele landet,8.612,456189.844
ADHD-midler,2006,10,F,Helseregion Midt-Norge,7.247,54595.781
ADHD-midler,2006,10,F,Helseregion Nord-Norge,11.028,53810.016
ADHD-midler,2006,10,F,Helseregion Sør-Øst,9.131,266001.500
ADHD-midler,2006,10,F,Helseregion Vest,7.118,81782.547
ADHD-midler,2006,10,M,Hele landet,30.494,1972189.125
ADHD-midler,2006,10,M,Helseregion Midt-Norge,30.020,239251.891
ADHD-midler,2006,10,M,Helseregion Nord-Norge,34.645,227576.984
ADHD-midler,2006,10,M,Helseregion Sør-Øst,31.917,1139681.500
ADHD-midler,2006,10,M,Helseregion Vest,25.431,365678.719
ADHD-midler,2006,15,F,Hele landet,9.832,515734.344
ADHD-midler,2006,15,F,Helseregion Midt-Norge,8.117,51222.469
ADHD-midler,2006,15,F,Helseregion Nord-Norge,12.360,61349.527
ADHD-midler,2006,15,F,Helseregion Sør-Øst,11.068,325908.156
ADHD-midler,2006,15,F,Helseregion Vest,6.777,77254.188
ADHD-midler,2006,15,M,Hele landet,21.830,1388870.625
ADHD-midler,2006,15,M,Helseregion Midt-Norge,21.498,176395.109
ADHD-midler,2006,15,M,Helseregion Nord-Norge,22.580,140730.469
ADHD-midler,2006,15,M,Helseregion Sør-Øst,23.512,816868.625
ADHD-midler,2006,15,M,Helseregion Vest,17.662,254876.422
ADHD-midler,2006,20,F,Hele landet,3.443,161681.500
ADHD-midler,2006,20,F,Helseregion Midt-Norge,4.094,29075.658
ADHD-midler,2006,20,F,Helseregion Nord-Norge,3.092,9991.833
ADHD-midler,2006,20,F,Helseregion Sør-Øst,3.656,94190.703
ADHD-midler,2006,20,F,Helseregion Vest,2.659,28423.312
ADHD-midler,2006,20,M,Hele landet,6.507,318335.219
ADHD-midler,2006,20,M,Helseregion Midt-Norge,7.366,51326.820
ADHD-midler,2006,20,M,Helseregion Nord-Norge,6.320,27289.949
ADHD-midler,2006,20,M,Helseregion Sør-Øst,7.299,198061.938
ADHD-midler,2006,20,M,Helseregion Vest,4.139,41656.496
ADHD-midler,2006,25,F,Hele landet,2.340,126971.938
ADHD-midler,2006,25,F,Helseregion Midt-Norge,2.310,16184.746
ADHD-midler,2006,25,F,Helseregion Nord-Norge,2.424,13397.500
ADHD-midler,2006,25,F,Helseregion Sør-Øst,2.539,77087.609
ADHD-midler,2006,25,F,Helseregion Vest,1.797,20302.082
ADHD-midler,2006,25,M,Hele landet,4.396,254448.484
ADHD-midler,2006,25,M,Helseregion Midt-Norge,4.601,36949.695
ADHD-midler,2006,25,M,Helseregion Nord-Norge,4.634,22138.916
ADHD-midler,2006,25,M,Helseregion Sør-Øst,4.593,146551.250
ADHD-midler,2006,25,M,Helseregion Vest,3.680,48808.625
ADHD-midler,2006,30,F,Hele landet,2.255,157594.453
ADHD-midler,2006,30,F,Helseregion Midt-Norge,2.828,21545.250
ADHD-midler,2006,30,F,Helseregion Nord-Norge,1.780,8699.721
ADHD-midler,2006,30,F,Helseregion Sør-Øst,2.508,103610.062
ADHD-midler,2006,30,F,Helseregion Vest,1.382,23739.416
ADHD-midler,2006,30,M,Hele landet,3.457,252242.438
ADHD-midler,2006,30,M,Helseregion Midt-Norge,3.940,37340.422
ADHD-midler,2006,30,M,Helseregion Nord-Norge,3.280,19052.332
ADHD-midler,2006,30,M,Helseregion Sør-Øst,3.661,162423.422
ADHD-midler,2006,30,M,Helseregion Vest,2.673,33426.258
ADHD-midler,2006,35,F,Hele landet,2.017,165469.312
ADHD-midler,2006,35,F,Helseregion Midt-Norge,2.141,21906.232
ADHD-midler,2006,35,F,Helseregion Nord-Norge,1.364,7221.083
ADHD-midler,2006,35,F,Helseregion Sør-Øst,2.225,110654.359
ADHD-midler,2006,35,F,Helseregion Vest,1.658,25687.646
ADHD-midler,2006,35,M,Hele landet,2.829,241853.734
ADHD-midler,2006,35,M,Helseregion Midt-Norge,2.445,29739.904
ADHD-midler,2006,35,M,Helseregion Nord-Norge,2.750,23431.332
ADHD-midler,2006,35,M,Helseregion Sør-Øst,3.237,157091.984
ADHD-midler,2006,35,M,Helseregion Vest,1.982,31590.516
ADHD-midler,2006,40,F,Hele landet,1.646,133242.391
ADHD-midler,2006,40,F,Helseregion Midt-Norge,1.683,16446.250
ADHD-midler,2006,40,F,Helseregion Nord-Norge,0.977,7442.667
ADHD-midler,2006,40,F,Helseregion Sør-Øst,1.938,89692.930
ADHD-midler,2006,40,F,Helseregion Vest,1.115,19660.541
ADHD-midler,2006,40,M,Hele landet,1.998,167358
ADHD-midler,2006,40,M,Helseregion Midt-Norge,1.817,24256.492
ADHD-midler,2006,40,M,Helseregion Nord-Norge,1.346,9057.721
ADHD-midler,2006,40,M,Helseregion Sør-Øst,2.468,115932.984
ADHD-midler,2006,40,M,Helseregion Vest,1.125,18110.795
ADHD-midler,2006,45,F,Hele landet,1.122,81164.883
ADHD-midler,2006,45,F,Helseregion Midt-Norge,0.841,8468.100
ADHD-midler,2006,45,F,Helseregion Nord-Norge,1.188,7895.836
ADHD-midler,2006,45,F,Helseregion Sør-Øst,1.384,58781.867
ADHD-midler,2006,45,F,Helseregion Vest,0.540,6019.083
ADHD-midler,2006,45,M,Hele landet,1.424,118207.141
ADHD-midler,2006,45,M,Helseregion Midt-Norge,1.068,10942.171
ADHD-midler,2006,45,M,Helseregion Nord-Norge,1,7798.667
ADHD-midler,2006,45,M,Helseregion Sør-Øst,1.864,89913.469
ADHD-midler,2006,45,M,Helseregion Vest,0.662,9552.833
ADHD-midler,2006,50,F,Hele landet,0.611,48543.098
ADHD-midler,2006,50,F,Helseregion Midt-Norge,0.645,4136.336
ADHD-midler,2006,50,F,Helseregion Nord-Norge,0.453,2359
ADHD-midler,2006,50,F,Helseregion Sør-Øst,0.717,35603.762
ADHD-midler,2006,50,F,Helseregion Vest,0.367,6444
ADHD-midler,2006,50,M,Hele landet,0.807,60063.074
ADHD-midler,2006,50,M,Helseregion Midt-Norge,0.628,10586.833
ADHD-midler,2006,50,M,Helseregion Nord-Norge,0.486,1980.917
ADHD-midler,2006,50,M,Helseregion Sør-Øst,1.120,44797.988
ADHD-midler,2006,50,M,Helseregion Vest,0.253,2697.333
ADHD-midler,2006,55,F,Hele landet,0.338,18091.666
ADHD-midler,2006,55,F,Helseregion Midt-Norge,,
ADHD-midler,2006,55,F,Helseregion Nord-Norge,,
ADHD-midler,2006,55,F,Helseregion Sør-Øst,0.464,14208.333
ADHD-midler,2006,55,F,Helseregion Vest,0.217,1650
ADHD-midler,2006,55,M,Hele landet,0.413,29015.232
ADHD-midler,2006,55,M,Helseregion Midt-Norge,0.324,2172
ADHD-midler,2006,55,M,Helseregion Nord-Norge,,
ADHD-midler,2006,55,M,Helseregion Sør-Øst,0.531,22155.566
ADHD-midler,2006,55,M,Helseregion Vest,0.305,3837.667
ADHD-midler,2006,60,F,Hele landet,0.222,14363.158
ADHD-midler,2006,60,F,Helseregion Midt-Norge,,
ADHD-midler,2006,60,F,Helseregion Nord-Norge,,
ADHD-midler,2006,60,F,Helseregion Sør-Øst,0.279,11811.825
ADHD-midler,2006,60,F,Helseregion Vest,,
ADHD-midler,2006,60,M,Hele landet,0.257,17277.916
ADHD-midler,2006,60,M,Helseregion Midt-Norge,0.369,3353.333
ADHD-midler,2006,60,M,Helseregion Nord-Norge,,
ADHD-midler,2006,60,M,Helseregion Sør-Øst,0.282,12736.416
ADHD-midler,2006,60,M,Helseregion Vest,,
ADHD-midler,2006,65,F,Hele landet,0.310,8758.250
ADHD-midler,2006,65,F,Helseregion Midt-Norge,0.383,2184
ADHD-midler,2006,65,F,Helseregion Nord-Norge,0,0
ADHD-midler,2006,65,F,Helseregion Sør-Øst,0.357,5104.917
ADHD-midler,2006,65,F,Helseregion Vest,0.280,1469.333
ADHD-midler,2006,65,M,Hele landet,0.147,6613.833
ADHD-midler,2006,65,M,Helseregion Midt-Norge,,
ADHD-midler,2006,65,M,Helseregion Nord-Norge,,
ADHD-midler,2006,65,M,Helseregion Sør-Øst,0.185,3641.833
ADHD-midler,2006,65,M,Helseregion Vest,0,0
ADHD-midler,2006,70,F,Hele landet,0.286,12442.166
ADHD-midler,2006,70,F,Helseregion Midt-Norge,,
ADHD-midler,2006,70,F,Helseregion Nord-Norge,,
ADHD-midler,2006,70,F,Helseregion Sør-Øst,0.333,9808.666
ADHD-midler,2006,70,F,Helseregion Vest,,
ADHD-midler,2006,70,M,Hele landet,0.158,3988.148
ADHD-midler,2006,70,M,Helseregion Midt-Norge,0,0
ADHD-midler,2006,70,M,Helseregion Nord-Norge,,
ADHD-midler,2006,70,M,Helseregion Sør-Øst,0.234,3521.481
ADHD-midler,2006,70,M,Helseregion Vest,,
ADHD-midler,2006,75,F,Hele landet,0.127,4102.250
ADHD-midler,2006,75,F,Helseregion Midt-Norge,,
ADHD-midler,2006,75,F,Helseregion Nord-Norge,0,0
ADHD-midler,2006,75,F,Helseregion Sør-Øst,0.181,2802.250
ADHD-midler,2006,75,F,Helseregion Vest,,
ADHD-midler,2006,75,M,Hele landet,0.179,5132.667
ADHD-midler,2006,75,M,Helseregion Midt-Norge,,
ADHD-midler,2006,75,M,Helseregion Nord-Norge,0,0
ADHD-midler,2006,75,M,Helseregion Sør-Øst,0.236,3866
ADHD-midler,2006,75,M,Helseregion Vest,,
ADHD-midler,2006,80,F,Hele landet,0.083,1718.667
ADHD-midler,2006,80,F,Helseregion Midt-Norge,0,0
ADHD-midler,2006,80,F,Helseregion Nord-Norge,0,0
ADHD-midler,2006,80,F,Helseregion Sør-Øst,0.146,1718.667
ADHD-midler,2006,80,F,Helseregion Vest,0,0
ADHD-midler,2006,80,M,Hele landet,0.237,3495.200
ADHD-midler,2006,80,M,Helseregion Midt-Norge,,
ADHD-midler,2006,80,M,Helseregion Nord-Norge,,
ADHD-midler,2006,80,M,Helseregion Sør-Øst,0.229,2481.200
ADHD-midler,2006,80,M,Helseregion Vest,,
ADHD-midler,2006,85,F,Hele landet,,
ADHD-midler,2006,85,F,Helseregion Midt-Norge,0,0
ADHD-midler,2006,85,F,Helseregion Nord-Norge,0,0
ADHD-midler,2006,85,F,Helseregion Sør-Øst,,
ADHD-midler,2006,85,F,Helseregion Vest,,
ADHD-midler,2006,85,M,Hele landet,0.284,1926.667
ADHD-midler,2006,85,M,Helseregion Midt-Norge,,
ADHD-midler,2006,85,M,Helseregion Nord-Norge,0,0
ADHD-midler,2006,85,M,Helseregion Sør-Øst,,
ADHD-midler,2006,85,M,Helseregion Vest,,
ADHD-midler,2006,90,F,Hele landet,0,0
ADHD-midler,2006,90,F,Helseregion Midt-Norge,0,0
ADHD-midler,2006,90,F,Helseregion Nord-Norge,0,0
ADHD-midler,2006,90,F,Helseregion Sør-Øst,0,0
ADHD-midler,2006,90,F,Helseregion Vest,0,0
ADHD-midler,2006,90,M,Hele landet,0,0
ADHD-midler,2006,90,M,Helseregion Midt-Norge,0,0
ADHD-midler,2006,90,M,Helseregion Nord-Norge,0,0
ADHD-midler,2006,90,M,Helseregion Sør-Øst,0,0
ADHD-midler,2006,90,M,Helseregion Vest,0,0
ADHD-midler,2007,Alle,F,Hele landet,2.868,2653571.500
ADHD-midler,2007,Alle,F,Helseregion Midt-Norge,2.702,326722.438
ADHD-midler,2007,Alle,F,Helseregion Nord-Norge,3.222,244788.203
ADHD-midler,2007,Alle,F,Helseregion Sør-Øst,3.059,1658176.500
ADHD-midler,2007,Alle,F,Helseregion Vest,2.291,423884.375
ADHD-midler,2007,Alle,M,Hele landet,6.455,6395960
ADHD-midler,2007,Alle,M,Helseregion Midt-Norge,6.261,817683.062
ADHD-midler,2007,Alle,M,Helseregion Nord-Norge,7.120,708999.312
ADHD-midler,2007,Alle,M,Helseregion Sør-Øst,6.696,3778007.250
ADHD-midler,2007,Alle,M,Helseregion Vest,5.633,1091270.750
ADHD-midler,2007,0,F,Hele landet,,
ADHD-midler,2007,0,F,Helseregion Midt-Norge,,
ADHD-midler,2007,0,F,Helseregion Nord-Norge,0,0
ADHD-midler,2007,0,F,Helseregion Sør-Øst,,
ADHD-midler,2007,0,F,Helseregion Vest,0,0
ADHD-midler,2007,0,M,Hele landet,0.141,3355.575
ADHD-midler,2007,0,M,Helseregion Midt-Norge,,
ADHD-midler,2007,0,M,Helseregion Nord-Norge,,
ADHD-midler,2007,0,M,Helseregion Sør-Øst,0.148,2074.667
ADHD-midler,2007,0,M,Helseregion Vest,,
ADHD-midler,2007,5,F,Hele landet,3.019,120544.695
ADHD-midler,2007,5,F,Helseregion Midt-Norge,2.915,13862.108
ADHD-midler,2007,5,F,Helseregion Nord-Norge,3.606,14761.467
ADHD-midler,2007,5,F,Helseregion Sør-Øst,3.134,69254.852
ADHD-midler,2007,5,F,Helseregion Vest,2.552,22666.268
ADHD-midler,2007,5,M,Hele landet,11.271,534451.938
ADHD-midler,2007,5,M,Helseregion Midt-Norge,10.498,68630.008
ADHD-midler,2007,5,M,Helseregion Nord-Norge,13.448,64135.523
ADHD-midler,2007,5,M,Helseregion Sør-Øst,11.431,300221.719
ADHD-midler,2007,5,M,Helseregion Vest,10.409,101464.688
ADHD-midler,2007,10,F,Hele landet,9.942,545171.062
ADHD-midler,2007,10,F,Helseregion Midt-Norge,9.123,64422.770
ADHD-midler,2007,10,F,Helseregion Nord-Norge,13.139,69268.664
ADHD-midler,2007,10,F,Helseregion Sør-Øst,10.033,300793.656
ADHD-midler,2007,10,F,Helseregion Vest,8.767,110685.992
ADHD-midler,2007,10,M,Hele landet,32.868,2168823.500
ADHD-midler,2007,10,M,Helseregion Midt-Norge,31.846,275873.906
ADHD-midler,2007,10,M,Helseregion Nord-Norge,37.086,244647.344
ADHD-midler,2007,10,M,Helseregion Sør-Øst,33.758,1233846.500
ADHD-midler,2007,10,M,Helseregion Vest,29.417,414455.688
ADHD-midler,2007,15,F,Hele landet,11.539,631136
ADHD-midler,2007,15,F,Helseregion Midt-Norge,9.218,70732.773
ADHD-midler,2007,15,F,Helseregion Nord-Norge,15.024,71851.656
ADHD-midler,2007,15,F,Helseregion Sør-Øst,12.937,392213.312
ADHD-midler,2007,15,F,Helseregion Vest,8.023,96338.234
ADHD-midler,2007,15,M,Hele landet,23.956,1633071
ADHD-midler,2007,15,M,Helseregion Midt-Norge,21.978,196466.969
ADHD-midler,2007,15,M,Helseregion Nord-Norge,26.189,182546.031
ADHD-midler,2007,15,M,Helseregion Sør-Øst,25.790,957750.625
ADHD-midler,2007,15,M,Helseregion Vest,19.758,296307.344
ADHD-midler,2007,20,F,Hele landet,4.890,246145.203
ADHD-midler,2007,20,F,Helseregion Midt-Norge,4.956,33757.922
ADHD-midler,2007,20,F,Helseregion Nord-Norge,4.783,19846.750
ADHD-midler,2007,20,F,Helseregion Sør-Øst,5.365,153700.328
ADHD-midler,2007,20,F,Helseregion Vest,3.749,38840.207
ADHD-midler,2007,20,M,Hele landet,7.620,430701.719
ADHD-midler,2007,20,M,Helseregion Midt-Norge,8.283,64224.172
ADHD-midler,2007,20,M,Helseregion Nord-Norge,6.779,35812.219
ADHD-midler,2007,20,M,Helseregion Sør-Øst,8.776,276490.875
ADHD-midler,2007,20,M,Helseregion Vest,4.809,54174.465
ADHD-midler,2007,25,F,Hele landet,3.217,170844.031
ADHD-midler,2007,25,F,Helseregion Midt-Norge,4.185,28190.332
ADHD-midler,2007,25,F,Helseregion Nord-Norge,3.999,14703.041
ADHD-midler,2007,25,F,Helseregion Sør-Øst,3.311,105630.422
ADHD-midler,2007,25,F,Helseregion Vest,2.080,22320.230
ADHD-midler,2007,25,M,Hele landet,5.175,330661.969
ADHD-midler,2007,25,M,Helseregion Midt-Norge,5.154,42748.148
ADHD-midler,2007,25,M,Helseregion Nord-Norge,6.543,37879.539
ADHD-midler,2007,25,M,Helseregion Sør-Øst,5.245,194021.844
ADHD-midler,2007,25,M,Helseregion Vest,4.463,56012.438
ADHD-midler,2007,30,F,Hele landet,3.046,227179.891
ADHD-midler,2007,30,F,Helseregion Midt-Norge,3.568,32583.637
ADHD-midler,2007,30,F,Helseregion Nord-Norge,2.548,16028.521
ADHD-midler,2007,30,F,Helseregion Sør-Øst,3.358,144687.078
ADHD-midler,2007,30,F,Helseregion Vest,2.051,33880.668
ADHD-midler,2007,30,M,Hele landet,3.980,320341.750
ADHD-midler,2007,30,M,Helseregion Midt-Norge,4.815,55169.832
ADHD-midler,2007,30,M,Helseregion Nord-Norge,3.976,20956.059
ADHD-midler,2007,30,M,Helseregion Sør-Øst,4.079,187080.312
ADHD-midler,2007,30,M,Helseregion Vest,3.207,57135.543
ADHD-midler,2007,35,F,Hele landet,2.833,248037.750
ADHD-midler,2007,35,F,Helseregion Midt-Norge,3.252,35658.336
ADHD-midler,2007,35,F,Helseregion Nord-Norge,2.407,15272.833
ADHD-midler,2007,35,F,Helseregion Sør-Øst,2.971,153673.266
ADHD-midler,2007,35,F,Helseregion Vest,2.364,43433.312
ADHD-midler,2007,35,M,Hele landet,3.461,381274.469
ADHD-midler,2007,35,M,Helseregion Midt-Norge,3.251,47802.180
ADHD-midler,2007,35,M,Helseregion Nord-Norge,4.244,85207.242
ADHD-midler,2007,35,M,Helseregion Sør-Øst,3.717,202968.031
ADHD-midler,2007,35,M,Helseregion Vest,2.518,45297.012
ADHD-midler,2007,40,F,Hele landet,2.282,203036.266
ADHD-midler,2007,40,F,Helseregion Midt-Norge,1.695,20288.188
ADHD-midler,2007,40,F,Helseregion Nord-Norge,1.442,9194.938
ADHD-midler,2007,40,F,Helseregion Sør-Øst,2.732,143417.750
ADHD-midler,2007,40,F,Helseregion Vest,1.793,30135.383
ADHD-midler,2007,40,M,Hele landet,2.516,237502.344
ADHD-midler,2007,40,M,Helseregion Midt-Norge,2.076,26468.398
ADHD-midler,2007,40,M,Helseregion Nord-Norge,1.900,11710.833
ADHD-midler,2007,40,M,Helseregion Sør-Øst,2.881,164071.969
ADHD-midler,2007,40,M,Helseregion Vest,2.086,35251.141
ADHD-midler,2007,45,F,Hele landet,1.597,120172.305
ADHD-midler,2007,45,F,Helseregion Midt-Norge,0.980,10558
ADHD-midler,2007,45,F,Helseregion Nord-Norge,1.379,8581.333
ADHD-midler,2007,45,F,Helseregion Sør-Øst,1.919,87725.648
ADHD-midler,2007,45,F,Helseregion Vest,1.204,13307.326
ADHD-midler,2007,45,M,Hele landet,1.755,175277.156
ADHD-midler,2007,45,M,Helseregion Midt-Norge,1.193,12125.912
ADHD-midler,2007,45,M,Helseregion Nord-Norge,1.304,14919.333
ADHD-midler,2007,45,M,Helseregion Sør-Øst,2.246,130638.672
ADHD-midler,2007,45,M,Helseregion Vest,1.002,17593.250
ADHD-midler,2007,50,F,Hele landet,0.885,67479.758
ADHD-midler,2007,50,F,Helseregion Midt-Norge,0.923,6491.042
ADHD-midler,2007,50,F,Helseregion Nord-Norge,0.647,3522.333
ADHD-midler,2007,50,F,Helseregion Sør-Øst,1.022,50161.449
ADHD-midler,2007,50,F,Helseregion Vest,0.593,7304.938
ADHD-midler,2007,50,M,Hele landet,1.008,82290.547
ADHD-midler,2007,50,M,Helseregion Midt-Norge,1.027,11876.670
ADHD-midler,2007,50,M,Helseregion Nord-Norge,0.428,2822
ADHD-midler,2007,50,M,Helseregion Sør-Øst,1.297,61046.707
ADHD-midler,2007,50,M,Helseregion Vest,0.503,6545.170
ADHD-midler,2007,55,F,Hele landet,0.452,28113.303
ADHD-midler,2007,55,F,Helseregion Midt-Norge,0.341,3880
ADHD-midler,2007,55,F,Helseregion Nord-Norge,,
ADHD-midler,2007,55,F,Helseregion Sør-Øst,0.619,22196.637
ADHD-midler,2007,55,F,Helseregion Vest,0.216,1476.667
ADHD-midler,2007,55,M,Hele landet,0.596,54007.500
ADHD-midler,2007,55,M,Helseregion Midt-Norge,0.598,7427.521
ADHD-midler,2007,55,M,Helseregion Nord-Norge,0.563,5598.300
ADHD-midler,2007,55,M,Helseregion Sør-Øst,0.721,35575.012
ADHD-midler,2007,55,M,Helseregion Vest,0.269,5406.667
ADHD-midler,2007,60,F,Hele landet,0.246,15810.637
ADHD-midler,2007,60,F,Helseregion Midt-Norge,,
ADHD-midler,2007,60,F,Helseregion Nord-Norge,,
ADHD-midler,2007,60,F,Helseregion Sør-Øst,0.300,12150.833
ADHD-midler,2007,60,F,Helseregion Vest,0.196,712.471
ADHD-midler,2007,60,M,Hele landet,0.264,20015.996
ADHD-midler,2007,60,M,Helseregion Midt-Norge,0.302,2866.663
ADHD-midler,2007,60,M,Helseregion Nord-Norge,,
ADHD-midler,2007,60,M,Helseregion Sør-Øst,0.341,16442
ADHD-midler,2007,60,M,Helseregion Vest,,
ADHD-midler,2007,65,F,Hele landet,0.257,9321.291
ADHD-midler,2007,65,F,Helseregion Midt-Norge,,
ADHD-midler,2007,65,F,Helseregion Nord-Norge,0,0
ADHD-midler,2007,65,F,Helseregion Sør-Øst,0.364,7150.625
ADHD-midler,2007,65,F,Helseregion Vest,,
ADHD-midler,2007,65,M,Hele landet,0.238,9456.666
ADHD-midler,2007,65,M,Helseregion Midt-Norge,,
ADHD-midler,2007,65,M,Helseregion Nord-Norge,,
ADHD-midler,2007,65,M,Helseregion Sør-Øst,0.334,5190
ADHD-midler,2007,65,M,Helseregion Vest,,
ADHD-midler,2007,70,F,Hele landet,0.274,12416
ADHD-midler,2007,70,F,Helseregion Midt-Norge,,
ADHD-midler,2007,70,F,Helseregion Nord-Norge,,
ADHD-midler,2007,70,F,Helseregion Sør-Øst,0.288,9036
ADHD-midler,2007,70,F,Helseregion Vest,,
ADHD-midler,2007,70,M,Hele landet,0.128,4719.500
ADHD-midler,2007,70,M,Helseregion Midt-Norge,,
ADHD-midler,2007,70,M,Helseregion Nord-Norge,,
ADHD-midler,2007,70,M,Helseregion Sør-Øst,0.156,3852.833
ADHD-midler,2007,70,M,Helseregion Vest,,
ADHD-midler,2007,75,F,Hele landet,0.141,4732
ADHD-midler,2007,75,F,Helseregion Midt-Norge,,
ADHD-midler,2007,75,F,Helseregion Nord-Norge,0,0
ADHD-midler,2007,75,F,Helseregion Sør-Øst,0.182,3153.333
ADHD-midler,2007,75,F,Helseregion Vest,,
ADHD-midler,2007,75,M,Hele landet,0.211,5817.333
ADHD-midler,2007,75,M,Helseregion Midt-Norge,,
ADHD-midler,2007,75,M,Helseregion Nord-Norge,0,0
ADHD-midler,2007,75,M,Helseregion Sør-Øst,0.294,4150.667
ADHD-midler,2007,75,M,Helseregion Vest,0,0
ADHD-midler,2007,80,F,Hele landet,0.085,2666.667
ADHD-midler,2007,80,F,Helseregion Midt-Norge,0,0
ADHD-midler,2007,80,F,Helseregion Nord-Norge,0,0
ADHD-midler,2007,80,F,Helseregion Sør-Øst,0.152,2666.667
ADHD-midler,2007,80,F,Helseregion Vest,0,0
ADHD-midler,2007,80,M,Hele landet,0.174,3361.339
ADHD-midler,2007,80,M,Helseregion Midt-Norge,,
ADHD-midler,2007,80,M,Helseregion Nord-Norge,,
ADHD-midler,2007,80,M,Helseregion Sør-Øst,,
ADHD-midler,2007,80,M,Helseregion Vest,,
ADHD-midler,2007,85,F,Hele landet,,
ADHD-midler,2007,85,F,Helseregion Midt-Norge,0,0
ADHD-midler,2007,85,F,Helseregion Nord-Norge,0,0
ADHD-midler,2007,85,F,Helseregion Sør-Øst,,
ADHD-midler,2007,85,F,Helseregion Vest,,
ADHD-midler,2007,85,M,Hele landet,,
ADHD-midler,2007,85,M,Helseregion Midt-Norge,0,0
ADHD-midler,2007,85,M,Helseregion Nord-Norge,0,0
ADHD-midler,2007,85,M,Helseregion Sør-Øst,,
ADHD-midler,2007,85,M,Helseregion Vest,,
ADHD-midler,2007,90,F,Hele landet,0,0
ADHD-midler,2007,90,F,Helseregion Midt-Norge,0,0
ADHD-midler,2007,90,F,Helseregion Nord-Norge,0,0
ADHD-midler,2007,90,F,Helseregion Sør-Øst,0,0
ADHD-midler,2007,90,F,Helseregion Vest,0,0
ADHD-midler,2007,90,M,Hele landet,0,0
ADHD-midler,2007,90,M,Helseregion Midt-Norge,0,0
ADHD-midler,2007,90,M,Helseregion Nord-Norge,0,0
ADHD-midler,2007,90,M,Helseregion Sør-Øst,0,0
ADHD-midler,2007,90,M,Helseregion Vest,0,0
ADHD-midler,2008,Alle,F,Hele landet,3.397,3351701
ADHD-midler,2008,Alle,F,Helseregion Midt-Norge,3.100,389681.031
ADHD-midler,2008,Alle,F,Helseregion Nord-Norge,4.026,333188.250
ADHD-midler,2008,Alle,F,Helseregion Sør-Øst,3.538,2073562.875
ADHD-midler,2008,Alle,F,Helseregion Vest,2.919,555268.938
ADHD-midler,2008,Alle,M,Hele landet,6.941,7236307
ADHD-midler,2008,Alle,M,Helseregion Midt-Norge,6.844,943484.750
ADHD-midler,2008,Alle,M,Helseregion Nord-Norge,8.020,761519
ADHD-midler,2008,Alle,M,Helseregion Sør-Øst,7.042,4232052
ADHD-midler,2008,Alle,M,Helseregion Vest,6.236,1299251.125
ADHD-midler,2008,0,F,Hele landet,,
ADHD-midler,2008,0,F,Helseregion Midt-Norge,,
ADHD-midler,2008,0,F,Helseregion Nord-Norge,0,0
ADHD-midler,2008,0,F,Helseregion Sør-Øst,,
ADHD-midler,2008,0,F,Helseregion Vest,,
ADHD-midler,2008,0,M,Hele landet,0.073,1651.333
ADHD-midler,2008,0,M,Helseregion Midt-Norge,0,0
ADHD-midler,2008,0,M,Helseregion Nord-Norge,,
ADHD-midler,2008,0,M,Helseregion Sør-Øst,0.093,1009.333
ADHD-midler,2008,0,M,Helseregion Vest,,
ADHD-midler,2008,5,F,Hele landet,3.438,143380.344
ADHD-midler,2008,5,F,Helseregion Midt-Norge,3.380,19583.500
ADHD-midler,2008,5,F,Helseregion Nord-Norge,5.137,22840.350
ADHD-midler,2008,5,F,Helseregion Sør-Øst,3.266,76163.227
ADHD-midler,2008,5,F,Helseregion Vest,3.170,24793.266
ADHD-midler,2008,5,M,Hele landet,11.264,562449
ADHD-midler,2008,5,M,Helseregion Midt-Norge,10.532,76178.859
ADHD-midler,2008,5,M,Helseregion Nord-Norge,15.864,74696.859
ADHD-midler,2008,5,M,Helseregion Sør-Øst,11.068,310427.406
ADHD-midler,2008,5,M,Helseregion Vest,10.226,101145.867
ADHD-midler,2008,10,F,Hele landet,10.858,615698.250
ADHD-midler,2008,10,F,Helseregion Midt-Norge,9.163,64551.582
ADHD-midler,2008,10,F,Helseregion Nord-Norge,15.282,82215.109
ADHD-midler,2008,10,F,Helseregion Sør-Øst,10.758,346878.719
ADHD-midler,2008,10,F,Helseregion Vest,10.158,122052.820
ADHD-midler,2008,10,M,Hele landet,34.974,2284637.250
ADHD-midler,2008,10,M,Helseregion Midt-Norge,34.383,289597.500
ADHD-midler,2008,10,M,Helseregion Nord-Norge,39.896,264316.219
ADHD-midler,2008,10,M,Helseregion Sør-Øst,34.987,1267691.500
ADHD-midler,2008,10,M,Helseregion Vest,33.030,463032.094
ADHD-midler,2008,15,F,Hele landet,13.288,728417.062
ADHD-midler,2008,15,F,Helseregion Midt-Norge,11.126,83929.609
